epoch,batch_idx,loss_total,loss_data,loss_phys,loss_ou,loss_bc,loss_sr,spike_rate,gn_total_preclip,gn_total_postclip,gn_hidden_fc,gn_hidden_recU,gn_hidden_recV,gn_hidden_base_threshold,gn_hidden_thresh_jump,gn_out_fc,weight_max_abs_global,lr,prodigy_d,prodigy_d_max,prodigy_lr_eff,is_nan_loss,is_inf_grad
1,1,0.7056571245193481,0.6374365091323853,0.4090766906738281,0.37034374475479126,0.0,0.017591465264558792,0.01736718788743019,6.178361125369758,6.178360939025879,nan,0.1126750037074089,0.12276679277420044,nan,nan,nan,1.5000004768371582,0.5,1e-06,1e-06,5e-07,0,0
1,2,2.0074591636657715,1.6919413805007935,2.825094699859619,0.4919169247150421,0.0,0.016824929043650627,0.020289065316319466,22.371790467135845,22.371789932250977,nan,0.47577640414237976,0.44215384125709534,nan,nan,nan,1.5000009536743164,0.5,1e-06,1e-06,5e-07,0,0
1,3,0.9647520780563354,0.8557446002960205,0.7296812534332275,0.5509940385818481,0.0,0.016979312524199486,0.01969531551003456,9.686721460751986,9.686721801757812,nan,0.20289571583271027,0.1985728144645691,nan,nan,nan,1.5000014305114746,0.5,1e-06,1e-06,5e-07,0,0
1,4,0.9021432399749756,0.8099977970123291,0.6472707986831665,0.37311527132987976,0.0,0.017525209113955498,0.01761718839406967,8.08281787433876,8.082818031311035,nan,0.16252253949642181,0.15632900595664978,nan,nan,nan,1.5000019073486328,0.5,1e-06,1e-06,5e-07,0,0
1,5,1.1132477521896362,0.9850984811782837,0.9803715348243713,0.4292386472225189,0.0,0.017300469800829887,0.01846875064074993,9.591850388013473,9.591850280761719,nan,0.20009516179561615,0.18646599352359772,nan,nan,nan,1.500002384185791,0.5,1e-06,1e-06,5e-07,0,0
1,6,0.5742107033729553,0.5247770547866821,0.2765788733959198,0.2613995671272278,0.0,0.01741163060069084,0.018046876415610313,3.320159989370754,3.320160150527954,nan,0.06019140034914017,0.06677326560020447,nan,nan,nan,1.5000028610229492,0.5,1e-06,1e-06,5e-07,0,0
1,7,0.6705842614173889,0.6023842096328735,0.36259520053863525,0.46056774258613586,0.0,0.017824336886405945,0.016492187976837158,5.5807423207380635,5.580742359161377,nan,0.09302078932523727,0.10544350743293762,nan,nan,nan,1.5000033378601074,0.5,1e-06,1e-06,5e-07,0,0
1,8,1.0017096996307373,0.8922709822654724,0.8153488039970398,0.38564810156822205,0.0,0.017242973670363426,0.018687501549720764,4.016170655824667,4.016170501708984,nan,0.07267887890338898,0.08106833696365356,nan,nan,nan,1.5000038146972656,0.5,1e-06,1e-06,5e-07,0,0
1,9,1.0506185293197632,0.9342243075370789,0.8649837374687195,0.43169063329696655,0.0,0.016622865572571754,0.021070310845971107,5.724439849896566,5.72443962097168,nan,0.11381957679986954,0.11809557676315308,nan,nan,nan,1.5000042915344238,0.5,1.008579466840161e-06,1.008579466840161e-06,5.042897334200805e-07,0,0
1,10,0.5479686856269836,0.49876508116722107,0.2615283131599426,0.27937695384025574,0.0,0.018163882195949554,0.015226561576128006,4.906414710381961,4.906414985656738,nan,0.09216775745153427,0.09448551386594772,nan,nan,nan,1.500004768371582,0.5,1.1198895901921376e-06,1.1198895901921376e-06,5.599447950960688e-07,0,0
1,11,0.9631460309028625,0.8607228398323059,0.7330321669578552,0.4116893410682678,0.0,0.017071057111024857,0.019343752413988113,8.780393009208469,8.780393600463867,nan,0.16759733855724335,0.17277871072292328,nan,nan,nan,1.5000053644180298,0.5,1.252553691835221e-06,1.252553691835221e-06,6.262768459176105e-07,0,0
1,12,0.6652572751045227,0.6115351319313049,0.37051451206207275,0.15278494358062744,0.0,0.01806294173002243,0.015601562336087227,8.233085878278755,8.233085632324219,nan,0.15178850293159485,0.15958932042121887,nan,nan,nan,1.5000059604644775,0.5,1.4120380575439862e-06,1.4120380575439862e-06,7.060190287719931e-07,0,0
1,13,1.3957539796829224,1.2241448163986206,1.483603835105896,0.29336637258529663,0.0,0.01716100238263607,0.01899999938905239,19.793876418140105,19.79387664794922,nan,0.3700231909751892,0.4086158871650696,nan,nan,nan,1.5000066757202148,0.5,1.5951147709020126e-06,1.5951147709020126e-06,7.975573854510063e-07,0,0
1,14,0.9836709499359131,0.8747382164001465,0.7601265907287598,0.4932391941547394,0.0,0.016516268253326416,0.021484375,7.469844377390053,7.469844341278076,nan,0.14817732572555542,0.14596442878246307,nan,nan,nan,1.5000075101852417,0.5,1.822659427725564e-06,1.822659427725564e-06,9.11329713862782e-07,0,0
1,15,0.9313783049583435,0.8363059759140015,0.6841124892234802,0.3610590696334839,0.0,0.017216309905052185,0.018789062276482582,14.816452385254077,14.816452980041504,nan,0.2714223265647888,0.2856758236885071,nan,nan,nan,1.500008463859558,0.5,2.0983210771965773e-06,2.0983210771965773e-06,1.0491605385982886e-06,0,0
1,16,0.6693013310432434,0.596204400062561,0.3577468991279602,0.5739937424659729,0.0,0.017245028167963028,0.01867968589067459,6.166010233909062,6.166009902954102,nan,0.1278398633003235,0.1253018081188202,nan,nan,nan,1.500009536743164,0.5,2.4327109236338677e-06,2.4327109236338677e-06,1.2163554618169339e-06,0,0
